invoice,sku_code,description,qty,inventory_category,invoice_date,unit_price,customer_id,country,transaction_type,revenue_amount,customer_status
553659,20967,Unknown,-77,Unknown,18-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553688,22078,Unknown,4,Unknown,18-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553716,37444A,Unknown,3,Unknown,18-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553717,22087,Unknown,2,Unknown,18-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553728,21324,Unknown,2,Unknown,18-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553729,82599,Unknown,2,Unknown,18-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553743,21318,Unknown,-62,Unknown,18-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553744,85141,Unknown,-7,Unknown,18-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553745,84760S,Unknown,2,Unknown,18-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553746,84990,Unknown,1,Unknown,18-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553769,23444,Unknown,200,Unknown,19-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554017,22520,Unknown,-101,Unknown,22-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554020,22518,Unknown,-30,Unknown,22-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554021,20886,Unknown,-65,Unknown,22-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554022,20886,Unknown,10,Unknown,22-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554023,82613B,Unknown,-71,Unknown,22-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554024,20998,Unknown,-11,Unknown,22-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554133,84596J,Unknown,-3,Unknown,23-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554145,84313C,Unknown,-12,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554148,20966,Unknown,1,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554149,85185D,Unknown,1,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554267,84313C,Unknown,6,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554276,22966,Unknown,-58,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554299,20975,Unknown,-39,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554311,84743C,Unknown,-16,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554312,84741C,Unknown,-2,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554313,21144,Unknown,-63,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554314,85195,Unknown,-13,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554316,21195,Unknown,-1,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554317,85198,Unknown,-11,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554318,84535A,Unknown,-65,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554319,47574B,Unknown,-13,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554320,16053,Unknown,-102,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554321,16244B,Unknown,-5,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554328,21609,Unknown,-46,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554352,22720,Unknown,4,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554360,22524,Unknown,-13,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554377,79164,Unknown,47,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554378,20975,Unknown,3,Unknown,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554488,84913A,Unknown,-75,Unknown,25-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554559,16151A,Unknown,-2,Unknown,26-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554627,84746,Unknown,67,Unknown,26-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554634,85214,Unknown,64,Unknown,26-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554673,35653,Unknown,24,Unknown,26-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554675,20903,Unknown,-33,Unknown,26-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554676,71143,Unknown,-31,Unknown,26-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554677,20664,Unknown,9,Unknown,26-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554678,85086A,Unknown,-30,Unknown,26-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554679,35916A,Unknown,-21,Unknown,26-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554680,35916B,Unknown,-21,Unknown,26-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554681,35916C,Unknown,-32,Unknown,26-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554696,85016,Unknown,5,Unknown,28-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554828,16049,Unknown,74,Unknown,28-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554829,20801,Unknown,6,Unknown,28-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554830,21904,Unknown,3,Unknown,28-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554831,84906,Unknown,2,Unknown,28-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554907,40003,Unknown,-11,Unknown,30-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554928,21763,Unknown,-3,Unknown,30-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554962,84691,Unknown,2,Unknown,30-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555335,84804B,Unknown,-96,Unknown,13-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555387,22276,Unknown,-59,Unknown,13-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555390,22501,Unknown,50,Unknown,13-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555391,22501,Unknown,-10,Unknown,13-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555402,22501,Unknown,10,Unknown,13-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555469,84917,Unknown,1,Unknown,13-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555821,21399,Unknown,-116,Unknown,15-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555822,35809A,Unknown,-13,Unknown,15-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555823,47021G,Unknown,-52,Unknown,15-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555824,21043,Unknown,-12,Unknown,15-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555838,22966,Unknown,-6,Unknown,15-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556012,15044B,Unknown,-27,Unknown,18-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556013,21662,Unknown,-17,Unknown,18-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556014,37476,Unknown,-3,Unknown,18-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556015,37501,Unknown,-13,Unknown,18-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556061,20906,Unknown,-21,Unknown,18-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556069,84226,Unknown,-34,Unknown,18-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556074,22519,Unknown,-19,Unknown,18-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556124,17007B,Unknown,-4,Unknown,19-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556180,22502,Unknown,40,Unknown,19-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556200,84796B,Unknown,17,Unknown,19-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556286,16052,Unknown,-16,Unknown,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556287,16043,Unknown,-45,Unknown,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556289,20823,Unknown,-102,Unknown,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556291,79164,Unknown,2,Unknown,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556292,21472,Unknown,-1,Unknown,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556300,20735,Unknown,-472,Unknown,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556326,20731,Unknown,10,Unknown,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556328,21027,Unknown,47,Unknown,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556418,47021G,Unknown,288,Unknown,21-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556430,22968,Unknown,19,Unknown,21-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556438,37479B,Unknown,8,Unknown,21-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556884,22698,Unknown,-61,Unknown,22-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556933,22783,Unknown,2,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556934,37479B,Unknown,1,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556943,84809A,Unknown,-126,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556944,84800L,Unknown,-29,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556945,21614,Unknown,3,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556946,37444A,Unknown,2,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556947,22444,Unknown,1,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556948,90104,Unknown,1,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556949,85185D,Unknown,1,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556950,84548,Unknown,1,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556951,20975,Unknown,2,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556952,21784,Unknown,1,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556962,35965,Unknown,12,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557025,22192,Unknown,-9,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557028,79071B,Unknown,-4,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557029,22480,Unknown,-24,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557030,21446,Unknown,-50,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557031,21447,Unknown,-65,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557137,85141,Unknown,3,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557138,21095,Unknown,2,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557139,35965,Unknown,2,Unknown,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557412,35965,Unknown,5,Unknown,26-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557415,21937,Unknown,12,Unknown,26-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557486,22084,Unknown,44,Unknown,26-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557491,85213,Unknown,66,Unknown,26-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557613,21841,Unknown,80,Unknown,27-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557756,22567,Unknown,-14,Unknown,28-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557777,44265,Unknown,-5,Unknown,28-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557778,21161,Unknown,-38,Unknown,28-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557806,84706D,Unknown,-5,Unknown,28-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557847,84387A,Unknown,11,Unknown,28-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557851,85130A,Unknown,-23,Unknown,28-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558032,22443,Unknown,-7,Unknown,29-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558033,84876B,Unknown,-59,Unknown,29-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558034,20658,Unknown,-78,Unknown,29-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558238,22722,Unknown,-21,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558244,84796B,Unknown,-2,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558305,21027,Unknown,7,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558307,22088,Unknown,-39,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558308,84576,Unknown,-10,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558309,85132B,Unknown,-42,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558318,85232A,Unknown,-14,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558342,20731,Unknown,1,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558343,84709B,Unknown,6,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558344,47013C,Unknown,4,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558345,21784,Unknown,6,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558346,35965,Unknown,3,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558377,37423,Unknown,-17,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558378,79161A,Unknown,-13,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558445,22034,Unknown,-18,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558446,22164,Unknown,-80,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558448,22163,Unknown,-90,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558449,21807,Unknown,-35,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558450,21145,Unknown,40,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558451,21817,Unknown,-80,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558464,35966,Unknown,-20,Unknown,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558477,84597C,Unknown,-1,Unknown,13-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558520,21896,Unknown,-38,Unknown,13-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558663,23574,Unknown,100,Unknown,14-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558724,35966,Unknown,14,Unknown,14-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558728,20826,Unknown,-1,Unknown,14-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558732,47341A,Unknown,-1,Unknown,14-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558741,37444C,Unknown,-1,Unknown,14-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558742,62043B,Unknown,-1,Unknown,14-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558743,35810B,Unknown,-4,Unknown,14-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558889,84857B,Unknown,24,Unknown,17-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558890,84857C,Unknown,-24,Unknown,17-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558913,84548,Unknown,11,Unknown,17-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558914,84686,Unknown,11,Unknown,17-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558915,20716,Unknown,4,Unknown,17-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559037,82583,Unknown,10,Unknown,17-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559147,84944,Unknown,147,Unknown,18-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559365,22451,Unknown,-3,Unknown,19-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559373,16156S,Unknown,-110,Unknown,19-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559374,22050,Unknown,-100,Unknown,19-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559376,48116,Unknown,-35,Unknown,19-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559377,23283,Unknown,17,Unknown,19-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559379,79337,Unknown,-8,Unknown,19-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559390,21700,Unknown,-110,Unknown,19-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559398,21169,Unknown,-70,Unknown,19-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559402,21635,Unknown,-8,Unknown,19-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559405,22863,Unknown,-7,Unknown,19-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559410,84341B,Unknown,-179,Unknown,19-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559414,22855,Unknown,-4,Unknown,19-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559423,71143,Unknown,-14,Unknown,19-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559503,21763,Unknown,1,Unknown,19-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559602,84686,Unknown,23,Unknown,20-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559603,79337,Unknown,1,Unknown,20-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559604,22084,Unknown,3,Unknown,20-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559792,21067,Unknown,-66,Unknown,21-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559825,21067,Unknown,23,Unknown,23-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559946,21578,Unknown,200,Unknown,24-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560037,22242,Unknown,-34,Unknown,24-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560091,44236,Unknown,-10,Unknown,24-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560110,21673,Unknown,-40,Unknown,24-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560111,84874B,Unknown,-3,Unknown,24-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560112,21683,Unknown,-38,Unknown,24-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560113,21865,Unknown,-40,Unknown,24-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560114,75172,Unknown,-35,Unknown,24-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560116,22084,Unknown,15,Unknown,24-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560213,10123C,Unknown,-18,Unknown,24-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560214,16162L,Unknown,-54,Unknown,24-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560215,16162M,Unknown,-84,Unknown,24-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560216,16162L,Unknown,30,Unknown,24-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560388,21635,Unknown,1,Unknown,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560389,37444A,Unknown,1,Unknown,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560399,82583,Unknown,17,Unknown,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560400,21069,Unknown,6,Unknown,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560401,84925F,Unknown,15,Unknown,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560402,21067,Unknown,2,Unknown,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560403,21272,Unknown,17,Unknown,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560404,21472,Unknown,1,Unknown,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560405,22080,Unknown,1,Unknown,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560406,22088,Unknown,1,Unknown,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560407,35653,Unknown,9,Unknown,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560423,16169K,Unknown,-25,Unknown,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560424,21503,Unknown,-84,Unknown,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560425,81950B,Unknown,-23,Unknown,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560427,84629,Unknown,-2,Unknown,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560428,21634,Unknown,-169,Unknown,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560429,85086A,Unknown,6,Unknown,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560440,84029E,Unknown,-1,Unknown,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560578,22034,Unknown,12,Unknown,27-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560583,17096,Unknown,-7,Unknown,27-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560600,18007,Unknown,-2834,Unknown,27-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560719,84877A,Unknown,-21,Unknown,27-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560722,16049,Unknown,-31,Unknown,27-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560730,84797B,Unknown,-2,Unknown,27-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560737,84798B,Unknown,-109,Unknown,27-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560819,21686,Unknown,2,Unknown,28-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560830,81953B,Unknown,-6,Unknown,28-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560831,81950V,Unknown,-1,Unknown,28-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560857,35819P,Unknown,108,Unknown,28-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560867,21891,Unknown,-21,Unknown,28-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560889,84789,Unknown,1,Unknown,28-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560890,84402B,Unknown,1,Unknown,28-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560923,22777,Unknown,-14,Unknown,30-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560939,84907,Unknown,-3,Unknown,30-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560940,72127,Unknown,-53,Unknown,30-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560941,85230E,Unknown,-178,Unknown,30-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
